,종가
684,"[7100.0, 7100.0, 7167.847269773483, 7167.82860159874, 7191.324475407601, 7248.169864714147, 7248.769837617875, 7260.501347482205, 7318.562253564596, 7322.994848713279, 7326.960376650096, 7386.436033248901, 7389.35040384531, 7388.041014689953, 7443.77052821219]"
685,"[18040.0, 18052.803541322548, 18054.876978139084, 18050.043258070946, 18055.93236641089, 18076.603283842403, 18194.741749505203, 18194.357992470264, 18137.46781907479, 18252.064492424328, 18233.602363030113, 18482.631718198456, 18201.620888193447, 18270.601330190893, 18683.165161212284]"
686,"[1346.3436734899879, 1386.9011147618294, 1385.2288455963135, 1388.8371397946028, 1364.5895590502766, 1357.4218124002216, 1475.4911405704913, 1456.199845448602, 1539.0020270235837, 1598.596766654402, 1607.368982316926, 1666.6005946733055, 1831.941233150661, 1815.248542807996, 1691.9459548406303]"
687,"[158500.0, 163804.30788993833, 163728.78436744213, 163790.29426276684, 166657.76454508302, 167012.67294380814, 167268.7512628734, 168699.00167454034, 170741.3379393518, 171594.86064817754, 173449.91245344278, 172762.14492619035, 174009.05173392963, 177273.64487797022, 177117.3946082592]"
688,"[2215.0, 2215.0, 2230.290097889801, 2289.125576509163, 2295.6332166083157, 2305.355030077199, 2322.43256241704, 2300.9393587236605, 2315.9147519767284, 2332.8474387613433, 2297.5419574629823, 2322.7389729563147, 2328.64228435792, 2333.927010131379, 2323.7002114585293]"
689,"[15395.79256951809, 14978.57093428572, 16310.706471602121, 15939.117189835137, 19953.46558653129, 22879.907824452966, 27049.1035224963, 30944.20808745548, 30990.678539425135, 31626.811836520206, 35876.03028824242, 36019.94514290864, 38916.26855134964, 40513.69104644904, 38595.35712648183]"
690,"[11255.394582375884, 11389.440132305026, 11384.656865596771, 11412.139322161674, 11475.765112191439, 11749.528265371919, 11742.174254003912, 11802.046860195696, 11777.228648550808, 11780.583899337798, 11834.967080652714, 11836.209932696074, 11869.198305271564, 11751.934503358789, 11880.886961743236]"
691,"[2940.0, 2940.0, 2940.0, 2992.7094613313675, 2991.0423160394034, 3084.3643561601634, 3068.4074560801187, 3089.900100608667, 3060.768344581127, 3016.680478093525, 2981.2190238324306, 3019.865363419056, 2968.5217318932214, 3031.117316106955, 3115.983957224836]"
692,"[790.0, 790.0, 790.0, 790.0, 796.0397021919489, 795.930323322614, 796.1485124876101, 795.9267317106327, 796.119724025329, 796.5644176751375, 796.6092732548714, 795.3579105138779, 796.2165488104025, 796.210127800703, 796.9157120138407]"
693,"[47300.0, 50666.414305766426, 53131.45430564881, 55776.30233089129, 58172.214551369354, 60915.93766450882, 63259.18105443319, 66123.96828134854, 68197.92281548181, 70702.09952553114, 73229.70761577289, 75918.07761669159, 78092.32148806255, 82329.38920497894, 82791.75040960312]"
694,"[74286.00737790267, 74592.85713424285, 74885.53372204304, 74997.17611233394, 74900.89225133261, 75098.77813418707, 75334.75105206172, 75987.88793198454, 77297.11600263913, 79841.11143057545, 82201.54181187353, 82977.60398010413, 87370.74922216435, 90136.25610510509, 93749.39549595118]"
695,"[2700.0, 2700.0, 2708.542886249721, 2707.4772696817918, 2701.000213474346, 2703.9664960776763, 2700.0, 2708.114734518031, 2700.109751750366, 2706.8493691794574, 2701.386831684659, 2709.0766243711114, 2700.0, 2704.188221041113, 2706.9074844270945]"
696,"[1065.0, 1069.099527489394, 1069.7028331520655, 1085.8947500350575, 1114.0757428271074, 1113.388110273828, 1114.0056332523625, 1126.3213014292219, 1127.3207416366786, 1154.1317711745698, 1180.5919401794672, 1207.234867207706, 1202.6129393527904, 1194.5830230961244, 1227.7868886701763]"
697,"[40838.04741263389, 40809.36458796263, 41880.34675270319, 41824.077464938164, 41858.68199154734, 41830.918937772505, 42388.500139936805, 43509.41744297742, 42632.48602971434, 43533.4119516611, 42969.35291185974, 42594.23640489578, 47969.4825617969, 45863.30649957061, 44259.61220253259]"
698,"[1560.0, 1571.5993723273275, 1580.5746916756034, 1580.3601522445676, 1580.2450044453144, 1583.5949468240142, 1591.7035634499043, 1590.2407582197338, 1596.9406315982342, 1604.1298775728792, 1607.3596529476342, 1608.8977174886966, 1625.8343751560894, 1620.5112933535129, 1651.8221909739077]"
699,"[7240.0, 7240.0, 7240.0, 7240.0, 7240.0, 7240.0, 7240.0, 7240.0, 7240.0, 7240.0, 7240.0, 7240.0, 7240.0, 7240.0, 7240.0]"
700,"[4600.0, 4616.910864027838, 4604.515868093198, 4618.881671217581, 4600.0, 4621.508135870099, 4606.503399657086, 4600.0, 4629.554676090678, 4600.0, 4600.0, 4600.0, 4600.0, 4600.0, 4612.011891572426]"
701,"[601.0, 601.0, 624.2976446270943, 624.9150476654371, 637.7608718276024, 643.6115554690361, 663.1691095953186, 660.7405805508296, 676.4738510012627, 687.6172489551207, 697.185558883349, 703.7983559846879, 703.9988683082164, 719.4223252574603, 725.5674880047638]"
702,"[2546.0176074504852, 2545.545367002487, 2546.979016304016, 2589.3222843408585, 2591.3811089992523, 2591.2058312892914, 2595.648060798645, 2597.4910051822662, 2628.85005402565, 2634.678178893402, 2631.6795449480414, 2627.886351123452, 2634.8915824890137, 2621.883918337524, 2635.1554102897644]"
703,"[846.0, 846.0, 846.0, 846.9523344080895, 846.8178791545332, 848.0236330121755, 848.1953956976533, 848.8472437813879, 850.2779553562403, 850.3401481539012, 847.430539622903, 846.0, 846.0, 846.5316920384764, 847.6416300587357]"
704,"[26850.0, 27220.614362955093, 27523.337277770042, 27819.48918581009, 27988.52827906609, 28221.451811790466, 28449.717454314232, 28713.83681088686, 29200.42893916368, 29694.86178904772, 30077.852229774, 30173.881039321423, 30585.309615731243, 31114.69158768654, 31186.60073190927]"
705,"[5500.0, 5500.0, 5500.0, 5500.0, 5500.0, 5500.0, 5500.0, 5500.0, 5500.0, 5500.0, 5500.0, 5500.0, 5500.0, 5500.0, 5500.0]"
706,"[21861.847432454426, 21855.55132985115, 21855.224682490032, 21871.741277951125, 21872.907364154235, 21877.751028444618, 21879.678941558424, 22274.634875630338, 22270.62188038292, 22258.66757969139, 22282.54645580115, 22285.355201208342, 22279.885690876592, 22281.035444711644, 22275.738938022405]"
707,"[25450.0, 25653.55226347844, 25654.316951533157, 25650.879872788984, 25660.012547771137, 25645.09129839639, 25658.63665903608, 25640.255236153804, 25653.68660310904, 25625.708354537688, 25631.164791931707, 25604.10968780518, 25651.75918887059, 25641.697190478448, 25633.274051000673]"
708,"[9730.0, 9730.0, 9730.0, 9730.0, 9929.337397446234, 9929.897579441467, 9927.363529115915, 10067.662643541891, 10062.687834670147, 10056.291943609715, 10040.579700013002, 10071.747279609242, 10181.50354206562, 10145.536478459835, 10139.398700152833]"
709,"[13449.999999999998, 13652.275662124157, 13758.400849103928, 13784.144248217344, 13794.153731167315, 14064.044907093048, 14090.646594464779, 14210.806748419998, 14418.25256317854, 14401.692712157963, 14435.123578310013, 14806.841536909342, 14565.29081508517, 14387.083999812601, 14504.628025218843]"
710,"[3785.042879730463, 3881.752518117428, 3985.1208248734474, 3983.617920130491, 3985.3924226760864, 3988.1113169761375, 4025.2621224336326, 4168.6540938634425, 4168.061543265358, 4180.179059011861, 4181.760575026274, 4255.69172853604, 4342.915719822049, 4334.580846503377, 4341.751310527325]"
711,"[8142.060513426859, 8209.45397808651, 8266.904823261002, 8289.834709425766, 8398.036925365526, 8532.840254078308, 8473.160543133814, 8400.689957479635, 8476.821578073004, 8373.930448651157, 8183.979773809202, 8234.400448928896, 8112.316036398832, 8123.46793877085, 8216.461080600817]"
712,"[338733.9726438125, 338823.25118780136, 345105.188138783, 352500.0909070174, 356784.6487502257, 365529.43436950445, 363409.1330905756, 376237.19778905314, 374528.7386246026, 376197.30930378044, 375141.13020847243, 370051.05417743325, 390030.6468593578, 413750.6825974832, 388316.3547367789]"
713,"[3510.892800100148, 3510.99780354773, 3511.471139517924, 3575.8643133938313, 3586.6696737247207, 3572.6351998429745, 3623.903068316479, 3656.521711702148, 3785.3282430805266, 3758.603188791623, 3787.5084222046034, 3804.0872185888393, 3890.722911127533, 3774.428651774923, 3977.1277928824225]"
714,"[1330.0, 1330.0, 1330.0, 1330.0, 1344.0181550979614, 1344.7914180159569, 1357.019325017929, 1359.4442361295223, 1355.256696999073, 1397.6163240075111, 1390.6967773884535, 1378.5439718440173, 1388.9038475602865, 1393.669088948518, 1411.2338031148538]"
715,"[489.0, 489.0, 489.7742912026743, 494.40760955127575, 499.95538185176747, 505.06763036474587, 507.27345416561394, 507.7663681721936, 510.2559187845637, 520.3910336109499, 546.5497549387316, 560.9431260970732, 558.1681637489547, 562.2374841440469, 536.1131329254868]"
716,"[5067.166100422541, 5067.491124312082, 5085.152495483557, 5086.750319282213, 5160.922276695569, 5215.993079682191, 5210.749367853005, 5332.68525805076, 5335.968311627706, 5321.7148245374365, 5359.793393115203, 5369.775513807933, 5374.054093817869, 5438.516875048479, 5397.909275730452]"
717,"[7761.677115321159, 7805.352994273107, 7860.878629237413, 7895.6710496942205, 7954.628970613083, 7971.741719707847, 8006.615759213765, 7998.542825594544, 8026.420192420483, 8025.828593969345, 8055.94604126364, 8041.31773981452, 8113.905466489494, 8105.391960283121, 8154.666701401274]"
718,"[2715.0, 2715.0, 2715.0, 2715.0, 2715.0, 2717.1607966784695, 2715.0, 2731.490045406545, 2715.0, 2791.975865920385, 2729.0808463804524, 2762.6273967398643, 2762.2854507484785, 2798.7013363804044, 2815.0611186857955]"
719,"[2611.212963782251, 2625.349106296897, 2642.247727545599, 2620.6189642970758, 2613.209637860457, 2631.0284280317524, 2610.0, 2625.4866557084024, 2610.0, 2612.542968018601, 2612.6634631187967, 2615.0700751952827, 2614.5580537493033, 2613.3935293263444, 2613.952563134332]"
720,"[22989.744056761265, 22985.973272720974, 22990.17219990492, 22985.67915161451, 22985.604317486286, 22987.075406312943, 22970.50934235255, 22980.680817365646, 22995.405385643247, 23063.99202371637, 23041.19476514558, 23076.64777369549, 23031.301910181843, 23040.170994773507, 23127.685484911006]"
721,"[10900.000000000002, 11401.263990004858, 11351.188818116985, 11506.559858967861, 11483.186781282227, 11663.899002534648, 11713.80818542093, 11752.313837843638, 11907.149516356489, 11815.359424737593, 11987.903361643355, 12057.576327150067, 12131.212165330848, 12289.117411710322, 12367.448419953387]"
722,"[18250.0, 18250.0, 18250.0, 18250.0, 18373.311164875824, 18277.02259824922, 18250.0, 18611.048180063564, 18808.546662131947, 18671.60322551926, 19149.989941666525, 18937.403739814956, 19619.549837857485, 19650.423883435626, 20197.482654775184]"
723,"[8251.012380123138, 8322.291326522827, 8312.442483666042, 8321.065989335379, 8335.804205586513, 8344.417428970337, 8351.499738693237, 8327.794740945103, 8326.740446289381, 8318.931634028753, 8309.0557740132, 8311.205512285233, 8323.676865498226, 8322.8097230196, 8323.038523395857]"
724,"[10529.053775260847, 10952.442788143951, 11360.363176574308, 11694.073498437803, 12095.840145558119, 12485.717945873736, 12911.26576012373, 13243.617807855208, 13691.859934955835, 14093.76476518313, 14473.992061972618, 14867.153624494871, 15250.099819282688, 15589.584059824545, 16082.698441485563]"
725,"[2645.0000000000005, 2672.1625639771423, 2667.181450153391, 2696.1410232366375, 2736.3391679289443, 2839.766739493857, 2747.132936221858, 2778.6945694666356, 3007.9838813841347, 2864.3313734233384, 3077.244370589654, 3105.447278688351, 3116.096436503033, 3303.29266330367, 3086.4254902979983]"
726,"[11422.117856939634, 11404.824783802032, 11633.076691528162, 12084.043646554152, 12065.315027038256, 12077.404729326567, 12639.334632953009, 12755.733055373033, 12711.232418765623, 12848.914868235588, 13354.74868218104, 13352.49224257966, 13410.011476029953, 13472.14713682731, 13909.892759571472]"
727,"[2110.0, 2110.0, 2165.958287666241, 2293.8011726737022, 2386.8564204374948, 2445.682224979003, 2561.817743728558, 2637.235293885072, 2769.835497786601, 2813.96827707688, 2921.339551831285, 2960.232996915777, 3060.391321877639, 3136.7466997106867, 3273.1723805020256]"
728,"[4056.499702970187, 4058.773669213057, 4061.498160431783, 4061.4807625810313, 4057.4711623291173, 4164.848536173503, 4157.912385453781, 4250.576152736942, 4254.0048601180315, 4307.6096893996, 4335.423920308551, 4339.57190062354, 4358.202897301565, 4441.271353865042, 4414.519237326458]"
729,"[1475.6640643749076, 1476.922696234542, 1476.2533458520968, 1497.6480359124253, 1500.1761652684459, 1499.130311427017, 1520.6573105305436, 1529.7540849111974, 1550.2444361207697, 1555.5673820697702, 1570.2145754926219, 1570.4047133739805, 1584.8707256667549, 1597.3232375586329, 1591.0601970076095]"
730,"[4011.853078961372, 4023.315621912479, 4042.8292765021324, 4113.818571448326, 4113.237989485264, 4131.647058129311, 4142.304411888122, 4226.041334420443, 4230.435382068157, 4228.383115917444, 4267.48000484705, 4329.696683883666, 4298.269309937954, 4460.335963070393, 4384.339650511741]"
731,"[7310.336246609688, 7316.834452662617, 8004.09187072143, 8223.60593765974, 8752.381911635399, 9184.220922231674, 9787.259306788445, 10111.744447924199, 11266.88569253683, 11164.712874233723, 11955.001921266317, 12032.380611598492, 13034.845815360546, 13200.544992875308, 14297.407582663]"
732,"[5040.0, 5040.0, 5040.0, 5040.0, 5040.0, 5040.0, 5040.0, 5040.0, 5040.0, 5040.0, 5040.0, 5049.455800794064, 5040.0, 5040.0, 5044.930166974663]"
733,"[7740.0, 7740.0, 7740.0, 7740.0, 7740.0, 7740.0, 7740.0, 7740.0, 7740.0, 7740.0, 7740.0, 7740.0, 7740.0, 7740.0, 7740.0]"
734,"[4128.896402905385, 4128.765962322553, 4128.427355468273, 4129.323556860289, 4129.283071607351, 4129.031930247943, 4127.105322678884, 4125.408342152834, 4125.284476876259, 4211.817935471734, 4209.332782944043, 4183.582646757364, 4200.491764297088, 4205.945964773496, 4123.759062046806]"
735,"[34584.48727726936, 34606.125792860985, 37543.01502173145, 37527.10897256931, 39922.5484550496, 40546.33457347751, 41406.087324271604, 41239.44320101291, 41308.801314259574, 41391.39419111734, 41787.0709156245, 44161.77338731786, 44281.85782276715, 51327.823603469886, 51743.84223033053]"
736,"[1510.0, 1510.0, 1510.0, 1510.0, 1510.0, 1510.0, 1510.0, 1510.0, 1510.0, 1510.0, 1510.0, 1510.0, 1510.0, 1510.0, 1510.0]"
737,"[832.4118473291397, 849.5651813507081, 864.7849736809732, 862.4550299286843, 865.2423992872239, 910.3221276044846, 907.7917041391134, 889.1737664461136, 884.5542710380629, 909.9187391221523, 1046.1942591071129, 950.7564793096856, 959.1027173608542, 960.3281322990078, 1039.1567576229572]"
738,"[5004.462535083294, 5002.614997923374, 5092.011037394404, 5134.525495097041, 5265.720694921911, 5307.402029149234, 5314.011605195701, 5479.084809161722, 5501.757762692869, 5512.23712489009, 5555.56533806026, 5504.646615814418, 5560.172087512911, 5604.302669763564, 5652.1010963618755]"
739,"[829.0, 840.0764726996422, 847.9470522075892, 848.0808564931153, 852.7339086949826, 850.0919601697475, 849.4195570848883, 850.8983807317913, 859.7837913326919, 862.4082371942699, 870.7639990210532, 857.5562272310257, 871.7308266997338, 860.2327100187539, 869.3864653520287]"
740,"[11550.421090523401, 11562.66211712733, 12097.247090227902, 12127.672675537566, 12779.68676176543, 12972.079860332111, 13587.49713367472, 14033.642004958043, 14255.044607723441, 14651.820881633708, 14760.548744803915, 14953.95432209596, 14946.96249826501, 14941.607392169535, 15002.86252481242]"
741,"[2255.4159196540713, 2281.185150139034, 2280.8776299407086, 2367.6130162775517, 2568.2187281250954, 2730.4039743294315, 3043.575593359769, 3197.6717022433877, 3235.512663183113, 3326.092361194392, 3378.1170572862034, 3345.7056338091693, 3529.547025305529, 3710.8365911270175, 3900.99975340565]"
742,"[16933.27774465084, 16960.97127169371, 17216.430278122425, 17376.73095136881, 17671.251250505447, 17982.640764266253, 17707.84045919776, 18052.138881906867, 18097.35214486718, 18182.039962410927, 18004.80894163251, 18293.25777761638, 19652.51148790121, 19036.244030296803, 19459.059653878212]"
743,"[16924.834968646366, 17150.480479796726, 17395.211137334503, 17852.717508922018, 18325.656839360792, 18654.042548934616, 18673.98103347669, 18955.844653174277, 19487.38305221001, 19930.86963613828, 20192.849416372675, 20553.966379811365, 21108.47388513386, 21677.771699925263, 21859.773388430476]"
744,"[3053.7679806600013, 3188.6296765506268, 3326.9040736307697, 3336.196809504181, 3336.752561116591, 3443.716867634406, 3554.0952742658556, 3553.039808332299, 3561.848424881076, 3690.4197449733815, 3766.3103119718535, 3772.1355926493807, 3759.7569562898325, 3852.9116081787893, 3967.3125376785174]"
745,"[3120.0, 3120.0, 3127.495524942875, 3167.659215390682, 3174.6447320332127, 3158.292217095693, 3169.2108552654586, 3240.6762040853505, 3217.1174005270004, 3312.2769173880424, 3322.8684720396996, 3257.5442052384215, 3133.5109923680625, 3208.26061105604, 3282.6855641057095]"
746,"[335.3534768223763, 388.4330827474594, 388.1225834608078, 393.12359005510814, 394.8504516288639, 397.3452510118485, 398.1142497241498, 403.32602031528955, 409.2564674496651, 419.9332690775395, 466.824988296628, 463.46113950088625, 470.5493517182768, 506.59621654227385, 497.7074237689376]"
747,"[4755.0, 4783.729617442937, 4783.408808536828, 4801.8233800940225, 4802.113917320967, 4802.152730349451, 4799.267858577893, 4798.725379435346, 4801.86757577397, 4799.13887286745, 4793.354294420221, 4798.017922880129, 4792.553066102788, 4796.335745785385, 4798.964347388596]"
748,"[741.0, 758.8420764294764, 809.2380608979341, 949.2147703828912, 979.2707462266708, 1043.4751775801183, 1058.5529325875143, 1081.344047055114, 1054.9660073548555, 1147.7710254844278, 1066.406280001191, 1035.9436509643294, 1037.7968439669037, 1034.9473201883336, 993.613529318509]"
749,"[4165.0, 4175.264514328912, 4180.655221465975, 4184.606069277972, 4186.484551351517, 4182.198405928909, 4185.534401787445, 4182.955960449763, 4189.439647704363, 4182.812381025404, 4186.042094353586, 4189.559703212231, 4187.51004890725, 4185.957731723785, 4183.383022551425]"
750,"[4450.133284073323, 4458.445262525231, 4481.862669169903, 4562.829794926569, 4557.569757759571, 4577.157122051343, 4579.719355472829, 4595.567644936964, 4596.356135541573, 4636.008085206151, 4590.027054797858, 4633.769961860031, 4592.032579554245, 4649.374637803063, 4616.240518517792]"
751,"[575.3320455700159, 581.9839844465255, 583.8099012687802, 583.5945068359375, 584.2229932300746, 587.8165960654617, 599.6157533071935, 599.6721915222704, 625.1472650855779, 633.7334768518805, 634.3767404451966, 658.8914904013276, 659.9942241728305, 673.3232568711041, 674.8913996115327]"
752,"[4272.499904952943, 4270.179103220347, 4274.6163492798805, 4295.7962175409, 4306.241088827451, 4391.042556998631, 4402.64736528198, 4413.089659978946, 4584.836394856374, 4552.801749030749, 4619.895339147498, 4684.15069598953, 4782.233725319306, 4871.941537981233, 4772.411253482104]"
753,"[6600.0, 6670.261867195368, 6676.677719491223, 6678.453639882306, 6715.277033137778, 6715.1694432149325, 6710.095720179379, 6744.8577627539635, 6824.930066280067, 6797.726665409282, 6806.284204013645, 6779.7863618284455, 6789.0019494853905, 6802.189798544471, 7047.102611052494]"
754,"[3044.1487523217997, 3044.4784553249674, 3053.9748595803976, 3053.086409240961, 3103.674218108257, 3097.833879454061, 3123.6917881046734, 3141.5900780061884, 3138.776502961914, 3144.3688877727836, 3188.5948818052807, 3190.640032239258, 3145.9656033540764, 3137.387057137986, 3269.3530890125157]"
755,"[60104.33558821678, 60883.50889285405, 61348.64299565553, 62564.43940202395, 62635.52057037751, 63731.82106614113, 63818.014423251145, 64762.33617285887, 64857.48655935128, 65546.40338818233, 65366.91095252832, 66171.40436549981, 65969.74455138047, 66769.54955389102, 66890.61133464177]"
756,"[47700.0, 47700.0, 48515.86213171481, 48654.134884277984, 49099.43632662296, 48998.90126566093, 49148.31802869836, 49453.70336805781, 49689.19374848406, 49806.13091235359, 49778.30720509092, 50552.31488356988, 50383.37930316726, 50194.80594615141, 50644.65010854106]"
757,"[16237.855330059923, 16515.65679617226, 16531.330358112853, 16610.653663010646, 16571.887716477115, 16621.122204891093, 16621.129040271044, 16645.06908828703, 16652.660196609795, 16663.030617504068, 16717.254576086998, 16680.10458968269, 16695.604368988425, 16700.123565016933, 16733.10006650475]"
758,"[2942.4381043314934, 2941.4227676590285, 2943.8990365987024, 2948.1171055827294, 2944.8990687442324, 2935.8745611229288, 2946.759343101333, 2943.893083671729, 2938.7106334244213, 2942.227031643813, 2941.2816166101643, 2941.7496253438294, 2944.4121766338744, 2942.6771872714166, 2946.355991156151]"
759,"[9190.0, 9190.0, 9509.928641517958, 9839.664297620455, 10001.918434083462, 9769.000928948322, 10096.855802178383, 9808.076325476168, 9742.719551458953, 9800.034496830154, 9753.736076752344, 9701.405356880277, 10071.323472330967, 10087.461133942006, 10040.830964627365]"
760,"[2320.0, 2333.8474256594977, 2352.1073708931604, 2347.3005580107374, 2357.999736626943, 2357.4674199422197, 2360.0420418580375, 2358.956187645594, 2357.4182447195053, 2364.2821232477822, 2361.3875877062483, 2363.995494325956, 2363.045466065407, 2360.3394256035485, 2362.8795353968935]"
761,"[5070.2421951293945, 5081.196867600083, 5078.395035900176, 5066.106599252672, 5059.625873578092, 5058.138168367247, 5087.495068882903, 5092.088227371375, 5100.56453725944, 5130.925893696646, 5149.854818514238, 5146.00249040251, 5137.383837985496, 5154.883301667869, 5140.706842777629]"
762,"[2337.4779496639967, 2337.53796645999, 2337.29826310277, 2338.297345981002, 2338.4474667459726, 2338.7073900997643, 2336.116954997182, 2339.939966917038, 2327.8688047863543, 2349.253972366452, 2352.7587308958177, 2337.5373378843074, 2397.5460414728154, 2438.5205753967166, 2453.667688466609]"
763,"[10825.391636937857, 10827.750596106052, 10827.861017137766, 10827.230547964573, 10825.794367492199, 10834.629280585796, 10840.529892230406, 10827.602229062468, 10833.867697995156, 10824.937127828598, 10832.598705282435, 10827.901993989944, 10825.938411951065, 10831.737263370305, 10831.115179657936]"
764,"[70632.2794854641, 72525.73858201504, 73683.16425879796, 73924.28850879271, 74002.13372707367, 74011.94844767451, 74636.5743627151, 74388.19009065628, 74387.17341733475, 74406.50395816192, 74764.25575154524, 74071.96227818106, 75543.5376080374, 74571.88907451928, 74439.9133125941]"
765,"[3400.0, 3400.0, 3400.0, 3411.4223104777434, 3411.7730087414384, 3408.9050464580455, 3415.166007988155, 3411.6116029520826, 3449.6392884477973, 3451.5989888149006, 3443.054122819255, 3442.5048054133854, 3431.514991031339, 3530.733227133751, 3564.5866590117416]"
766,"[7182.625897775093, 7337.2138821582, 7337.068842053413, 7346.287396624684, 7415.328112443289, 7414.660026480755, 7462.087374565503, 7451.881650090218, 7422.428408103684, 7442.901151490708, 7428.618396332798, 7398.638390173825, 7430.854070205241, 7419.139813908066, 7420.450885624935]"
767,"[4516.26605540514, 4521.388144791126, 4521.900245826691, 4547.430257010274, 4548.207812011242, 4552.3533856496215, 4560.632785409689, 4560.134873539209, 4554.435979295521, 4559.1206763871005, 4545.684065669775, 4574.609321728348, 4533.206785772927, 4596.604372188448, 4555.979114212096]"
768,"[7257.290350228549, 7257.7067794601135, 7306.6166848738985, 7338.415628631909, 7376.008504624169, 7393.4609285195675, 7429.322165076932, 7516.962043767175, 7540.064306656519, 7544.6618730686605, 7508.7384605407715, 7505.233772429328, 7563.190268777001, 7592.75184851947, 7701.110542474625]"
769,"[18286.70225244015, 18306.887509077787, 18316.53531342745, 18320.892041176558, 18338.93680125475, 18314.89087074995, 18344.75367642939, 18322.52622462809, 18333.845311626792, 18326.35784246027, 18338.77493150532, 18320.690494179726, 18337.705817744136, 18311.84693545103, 18328.57337616384]"
770,"[4360.0, 4360.0, 4360.0, 4385.26017126441, 4387.230760902166, 4416.911864176393, 4390.1165654584765, 4360.0, 4452.6623098775735, 4490.816623806953, 4395.236941754818, 4468.991250039544, 4576.2063397262245, 4617.8448390066615, 4504.034947389271]"
771,"[4630.0, 4630.0, 4630.0, 4630.0, 4630.0, 4630.0, 4630.0, 4630.0, 4630.0, 4630.0, 4630.0, 4630.0, 4630.0, 4630.0, 4630.0]"
772,"[2890.0, 2890.0, 2890.0, 2890.0, 2905.6428426504135, 2947.0148145159087, 3078.440319833656, 3280.2641137440996, 3396.1127920945487, 3575.2714121341705, 3686.3413013145328, 3689.01165664196, 3654.893602393568, 3661.126226584117, 3641.7146309216814]"
773,"[427.0, 427.0, 427.0, 427.0, 427.0, 427.0, 427.0, 427.0, 427.0, 427.0, 435.3346645315488, 427.0, 428.43142000039416, 427.0, 427.0]"
774,"[7078.938940132658, 7105.206444938977, 7105.671412279208, 7105.841294467449, 7105.141156986356, 7103.168854534005, 7099.8194879939165, 7097.982186009176, 7103.430974992613, 7110.975791295215, 7119.669214506945, 7115.36245861246, 7121.512298315298, 7139.671897210802, 7141.541442833841]"
775,"[1455.663437015377, 1475.0033577661961, 1474.9576488621533, 1490.057967583649, 1510.4236013386399, 1507.5807613134384, 1510.738784721878, 1507.9957378953695, 1526.5369402449578, 1570.353159169201, 1575.9250543490054, 1591.6575205083936, 1563.3581706136467, 1560.2387904273346, 1567.9518246045336]"
776,"[7500.0, 7597.743748476108, 7802.238830129306, 7738.271503349146, 7800.881385561079, 7849.197500149409, 8163.600355883439, 8052.599015856783, 8315.62753280004, 8434.676054889957, 8264.414990345636, 8658.908967475096, 8801.332518187506, 8550.802784624198, 8643.103514884908]"
777,"[1056.450984030962, 1084.0300123393536, 1117.007701098919, 1156.5628677606583, 1080.9289944916964, 1279.3550705350935, 1245.6368753314018, 1273.0273631215096, 1304.7450862079859, 1258.355695568025, 1357.4457565695047, 1376.5363115072248, 1248.5295458883047, 1610.5677826702595, 1467.1579107642174]"
778,"[3675.0, 3683.9238587766886, 3788.121602591127, 3785.9274449083996, 3946.6952207436166, 3933.51630491515, 3980.6859761724872, 4001.077568704883, 4000.1175786772124, 4057.523407700161, 4231.083703276236, 4274.482730229696, 4294.974323799834, 4209.863046919927, 4060.778124528006]"
779,"[4600.0, 4600.0, 4600.0, 4600.0, 4600.0, 4600.0, 4600.0, 4600.0, 4600.0, 4600.0, 4667.347056766351, 4665.580924451351, 4681.115972697735, 4677.362110714118, 4670.986747981126]"
780,"[4876.204373518626, 4876.691993872325, 5156.303559462229, 5161.79944340388, 5408.186066309611, 5415.621229330698, 5663.009216547012, 5678.848013321559, 5918.83327571551, 5930.929126342137, 6232.1620188554125, 6232.431694587071, 6502.479228417079, 6528.554439942041, 6786.043806711833]"
781,"[47341.11611366272, 47840.17978854478, 47079.80869822204, 46641.29314709145, 51808.39506044984, 49084.35430377722, 51867.230253915, 50125.85217987498, 50402.644988711305, 52175.2919978175, 54802.530339223646, 55139.38988484442, 54766.761797629304, 54517.89245709777, 54372.134328881904]"
782,"[4609.485064074397, 4635.472984860341, 4640.273693452278, 4636.283585925897, 4639.5627040416, 4637.596232444048, 4641.628399615486, 4644.246127704779, 4648.9488162100315, 4639.210729300976, 4645.482806613048, 4642.35107153654, 4643.643229330579, 4644.127053891619, 4641.785966604948]"
783,"[915.3876722335816, 914.5062848210334, 918.1313926577569, 918.4976724863053, 920.5257874965667, 919.946293258667, 921.973285162449, 921.0600488901138, 926.3925577826798, 928.1731747061013, 926.1499055594206, 926.6462168082596, 926.160651320219, 925.4954251259566, 926.9762253209948]"
784,"[2551.9109425346055, 2551.0772285610437, 2552.2232907215753, 2551.8393949468928, 2551.38227229317, 2579.215435370803, 2578.887565465023, 2578.8276089181504, 2573.2901345342398, 2581.3021356072277, 2574.9214458266893, 2578.3977486540875, 2580.183955743909, 2574.778986000766, 2581.299291728685]"
785,"[18052.392749264833, 18058.536468446255, 18138.70971314609, 18207.121685817838, 18071.19248703122, 18317.778101228178, 18144.367134086788, 18644.087411500514, 18676.510252342556, 19287.07970313728, 19336.06776550412, 19680.642724540085, 19767.77272399515, 19946.007289662957, 20747.512794230133]"
