,종가
839,"[4330.0, 4330.0, 4330.0, 4330.0, 4373.474056288599, 4446.5694312900305, 4615.374167665838, 4660.554750204085, 4585.038993641734, 4620.015200227499, 4610.709489285946, 4616.237915948033, 4626.021722465754, 4619.599277719855, 4624.970094695687]"
840,"[1944.9999999999998, 1961.762406223764, 1961.4216957986353, 1961.6158748293917, 1961.7671820754185, 1963.6110791717267, 1963.5016298907187, 1965.9867003769612, 1966.3100980063125, 1967.6211205008437, 1967.7293565853806, 1971.903477317343, 1971.1283163330515, 1974.1157823102546, 1973.5502693992264]"
841,"[8450.0, 8571.521493196487, 8601.299362927675, 8603.306774795055, 8625.21374642849, 8772.16913074255, 8768.49067017436, 8918.544273376465, 9148.975513875484, 9353.526051342487, 9817.034608125687, 9623.359808325768, 9648.013834059238, 9719.6608646214, 9933.75693038106]"
842,"[1637.3316207254927, 1676.7622266436617, 1686.121213498215, 1729.8361491908631, 1729.2312317987285, 1729.4692691961925, 1734.4938827020428, 1739.3082140820723, 1745.0026371181013, 1738.5434695283573, 1797.5517739144464, 1819.1688236080008, 1786.9649519411225, 1823.5037752054632, 1884.886198059966]"
843,"[27334.953857039414, 27327.90583991756, 27717.193159287177, 27695.93600633554, 27692.607275834307, 27650.235701799393, 27654.577885766827, 27605.361342728138, 27604.800149103005, 27582.108950167894, 27600.502777894337, 27588.156018306814, 27619.732461599633, 27639.703783535708, 27655.46021451553]"
844,"[2235.0, 2235.0, 2235.0, 2235.0, 2235.0, 2235.0, 2235.0, 2235.0, 2235.0, 2359.3323546871543, 2235.0, 2235.0, 2235.0, 2327.1483477428555, 2235.0]"
845,"[8360.116617679596, 8367.368949254354, 8616.683851877848, 8623.651355107624, 9370.270080566406, 9485.989207426706, 9494.902901649475, 9974.12469625473, 9932.155065536499, 10496.07487519582, 10520.324306810895, 10289.24926534295, 10740.357661445934, 10881.364032725493, 11699.064447240282]"
846,"[90085.52882671358, 92383.0826441447, 93207.77633388837, 93719.49229240417, 93719.49229240417, 93719.49229240417, 96077.29647159576, 98810.76985200247, 101578.78511746724, 103841.56777064006, 107013.55828444162, 109528.86853218079, 112786.93908055623, 114462.4274333318, 115176.42590999603]"
847,"[19659.69825387001, 19657.399116754532, 19744.711614064872, 19858.4753228724, 20354.033088982105, 20280.48569045961, 20909.793757796288, 20924.19488431886, 21047.191334813833, 20926.745886430144, 20803.92106026411, 21493.258949615993, 21363.846729518846, 21259.47012410499, 21043.65863898769]"
848,"[5500.2255268991, 5680.902125656606, 5672.602468699217, 5807.708269774914, 5718.662114821374, 5928.807054877281, 5815.95369797945, 6001.830399692059, 6007.228440150619, 6264.923540145159, 6171.3151243031025, 6349.743938699366, 6472.754177451134, 6393.82427367568, 6600.828385055066]"
849,"[7553.513368984064, 7646.065632094939, 7801.638005008301, 8088.874380558729, 8372.864542971054, 8472.427001684904, 8644.008340716362, 8811.77274064223, 9016.946989670396, 9252.752391815186, 9294.546553999186, 9395.693332642317, 9528.217789053917, 9609.769086559614, 9706.446517646313]"
850,"[2827.1994400819144, 2826.8118862509727, 2889.351518342892, 2895.1234369575977, 2949.2937206625943, 3008.6922480265303, 2988.863865852356, 3047.2568907029927, 3069.2659622778497, 3099.3837960213427, 3150.9612536082664, 3146.6739183931304, 3146.8537312721214, 3217.7866768365107, 3278.6460767909884]"
851,"[2976.8224446475506, 2976.6482164276144, 2977.51122497643, 2977.1998175792396, 2997.2316056738296, 2994.260412231088, 2997.778380687038, 3023.5763494918747, 2994.5839049170413, 2995.4460006331406, 2987.5098642644784, 2998.9247200017176, 3004.2214989227555, 2994.285988317182, 2995.620311796665]"
852,"[2406.0690748691554, 2405.8238458633423, 2468.2286572456355, 2468.581288605928, 2474.0067389607425, 2482.299040467478, 2514.047218821943, 2553.6023241281505, 2560.8165346458554, 2562.5922215543683, 2574.0008214116096, 2545.0295115448534, 2543.1947538442905, 2545.4858081042767, 2566.1096441373224]"
853,"[11113.718369702498, 11355.512853637336, 11339.3918958803, 11325.90320430696, 11690.192129289111, 11708.128458838908, 11664.816707931459, 11553.639800952127, 11516.295554501316, 11611.755795360854, 11343.598171286285, 11488.807152272202, 12124.209204502404, 12017.985085062683, 12766.071577556431]"
854,"[21300.0, 21655.26030689478, 21800.82216650248, 21814.187575355172, 21803.449011817578, 22216.050704866648, 22339.54059317708, 22309.493545219302, 22275.84955818951, 22615.34628510475, 22830.899203419685, 22414.25523765385, 22321.73107523471, 23079.18535485864, 23197.829763181508]"
855,"[1165.0, 1165.0, 1184.8230422437193, 1185.4026616513731, 1191.173775263131, 1187.5820332492392, 1185.9876473949603, 1182.8038552906364, 1182.9789798731606, 1188.3213678797088, 1187.6928693354132, 1187.954126333197, 1188.3260352859895, 1204.5060282666236, 1205.786265914639]"
856,"[1307.6756397833426, 1308.1517231389878, 1308.000050060451, 1308.085433701674, 1337.9410554096103, 1338.3549327900012, 1339.58456090341, 1341.0061221967142, 1337.9717160935204, 1349.6624368305006, 1351.5076613550384, 1349.2269512489438, 1345.9556796153386, 1346.0327850431204, 1349.3700978532434]"
857,"[3820.0, 3820.0, 3829.905333928764, 3830.342748336494, 3830.0451338998973, 3830.9213800914586, 3826.237303281203, 3831.1251441314816, 3825.3411504924297, 3829.486765179783, 3825.6624081023037, 3828.4424070864916, 3831.488351467997, 3830.7298867180943, 3827.1025784164667]"
858,"[8200.0, 8200.0, 8200.0, 8325.901908874512, 8325.584042867025, 8494.169375101725, 8567.25690205892, 8563.844141264757, 8919.5381128788, 8940.631736119589, 9048.637765248617, 9289.657433827717, 9195.362997055054, 9478.740507761637, 9652.736701965332]"
859,"[2316.8132279316583, 2315.9301305198264, 2428.5563923600616, 2428.221243834899, 2553.8516971406834, 2564.2754686087524, 2691.0248950014256, 2703.229699072118, 2814.1022470715297, 2841.2273926498992, 2961.180852456639, 2969.5795480869706, 3103.202139890093, 3105.2753127027927, 3231.306735985602]"
860,"[1862.537059545517, 1890.357472166419, 1897.802596203983, 1880.3672155663373, 1881.0175292007625, 1904.9475465454163, 1896.3964170906693, 1973.3748394437134, 2015.0971616785973, 2078.82851408422, 2175.9023013561964, 2011.7528143757954, 2204.407631278038, 2040.8492352440953, 2218.4357875501737]"
861,"[4560.0, 4560.0, 4560.0, 4560.0, 4560.3985865945, 4560.4206449755775, 4560.763702062269, 4560.4629150948795, 4560.248649368684, 4561.463180097441, 4562.989301431924, 4560.6168678185595, 4564.583414924641, 4564.53513349096, 4565.092256555954]"
862,"[519.0, 519.0, 519.0, 519.0, 519.0, 519.0, 519.0, 519.0, 519.0, 519.0, 519.0, 519.0, 519.0, 519.0, 519.0]"
863,"[7619.999999999999, 7619.999999999999, 7649.266579786936, 7759.534173329671, 7761.496881167093, 7791.415499369303, 7791.084637641906, 7943.672631581624, 7943.690956751505, 8037.598634084065, 8019.502024491627, 8112.829165697098, 8095.694207747777, 8213.892223914463, 8206.267198642094]"
864,"[29600.0, 29600.0, 29600.0, 29600.0, 29600.0, 29600.0, 29600.0, 29681.744363581143, 29600.0, 30076.965213418007, 29600.0, 29600.0, 29600.0, 29600.0, 29600.0]"
865,"[3203.7032729014754, 3203.5109423088534, 3204.2115360610187, 3208.2432305179536, 3264.115985482931, 3263.303103586038, 3284.8230673000216, 3314.94972503682, 3379.7577547015, 3336.5947428314635, 3453.4549892544746, 3439.871361701439, 3503.033753742774, 3544.2107275078693, 3549.168399875363]"
866,"[9401.08810822169, 9398.06649851799, 9399.849551320078, 9554.833231389523, 9569.366643865904, 9563.182516038418, 9558.869348208109, 9643.174498508375, 10101.73446968198, 10301.314640800158, 10330.257703145344, 10434.793440340709, 10844.385909952223, 10682.986440440018, 10417.330096364023]"
867,"[17300.0, 17832.283316850662, 18673.52566599846, 19211.88125729561, 19143.12363386154, 20043.386696875095, 20681.893545389175, 21106.384809613228, 21053.80133099854, 21582.85338193178, 22365.61577469111, 22818.903993964195, 23343.49037408829, 23484.085559993986, 23475.613085329533]"
868,"[10511.71181490024, 10817.660675346853, 10807.51450349887, 11154.397315283617, 11156.766055723032, 11312.868714431923, 11368.866371512415, 11401.696433077255, 11400.404976010323, 11806.219281156857, 11865.90439774096, 11849.449471806489, 11833.247511908412, 12135.126264318824, 12448.987324883541]"
869,"[1580.0, 1580.0, 1602.4857257207234, 1602.4949214458466, 1602.382370988528, 1617.8918213446937, 1617.8110818664234, 1618.0570888121924, 1618.2032619714737, 1616.8847589890163, 1625.5627040863037, 1623.4570248027644, 1642.5467231770356, 1651.11410309126, 1645.9917489091556]"
870,"[3505.0, 3560.109333410859, 3559.965557614962, 3572.1408878179886, 3573.2555861261985, 3617.9251583591104, 3621.8618122562766, 3621.7298394441605, 3621.0104952094457, 3679.18022246783, 3714.0108193457127, 3686.4408955723047, 3703.168838138382, 3706.7623575851326, 3713.420093864203]"
871,"[2375.0, 2375.0, 2375.0, 2375.0, 2375.0, 2375.0, 2375.0, 2375.0, 2375.0, 2375.0, 2375.0, 2375.0, 2375.0, 2375.0, 2375.0]"
872,"[3988.1977537771068, 3988.157389909029, 4031.4677501718206, 4032.892218058308, 4034.8690260201693, 4035.458825106422, 4042.6276500523095, 4049.6583402653537, 4121.49572002391, 4123.140879074733, 4129.241078703974, 4078.1487858543796, 4110.036109065016, 4061.887107696384, 4060.8345164847556]"
873,"[8960.0, 8960.0, 8960.0, 8960.0, 8960.0, 8960.0, 8960.0, 8960.0, 8960.0, 8960.0, 8960.0, 9278.77191054821, 8971.151886753427, 9740.658343901237, 9423.169832330197]"
874,"[6790.0, 6997.2448065082235, 7423.904374261697, 7988.696517904599, 8525.280413806438, 9046.698588867981, 9650.541492382687, 10110.164051393667, 10815.4183528622, 11158.584493935108, 11864.104887326559, 12251.107604920864, 12912.40596306324, 13400.083579679329, 13964.305898706118]"
875,"[7250.0, 7250.0, 7405.768896738689, 7504.769480943681, 7470.5418400764465, 7433.920824587346, 7541.344291478396, 7613.711586078009, 7674.415200908979, 7636.491964360078, 8012.655288777625, 7650.371201485395, 8114.369268293183, 7806.634115905811, 8141.59460388124]"
876,"[8860.0, 8860.0, 8925.879826078813, 9238.864505847296, 9329.93795719743, 9389.694027205309, 9245.009465515614, 9325.592995921772, 9436.892360726994, 9327.773151243728, 9346.39917767731, 9522.959962005418, 9861.472077071667, 9466.64460173746, 9886.365529234212]"
877,"[7276.820336381595, 7464.976033469042, 7762.165508121253, 7723.907644003631, 7684.15844241778, 7654.467753420274, 7538.844384104014, 7547.233206480742, 7707.603074262541, 7622.997189909221, 7735.484156012535, 7668.990047325691, 8353.230763872465, 7534.392616674304, 8028.1016861585285]"
878,"[6018.017184257507, 5934.229632377624, 6004.4145431518555, 6005.706209897995, 6004.626250267029, 6037.23822414875, 6015.579486608505, 6004.392439842224, 6060.677544832229, 6019.531793355941, 6018.15555024147, 6086.996615588665, 6101.8635375499725, 6062.305799409747, 6077.198228985071]"
879,"[26325.10206500689, 26558.488277594246, 26781.66359364986, 27171.69538736343, 27713.217891256016, 28245.25049726168, 28713.428087035812, 29089.074798425037, 29035.201880335804, 29050.17278989156, 28962.463937203087, 28921.867287158962, 28688.63177448511, 28747.47209846973, 28726.850634564955]"
880,"[30140.961811840534, 30546.382884681225, 30522.122587561607, 30582.646558036406, 30723.64722073078, 30784.099132567644, 30742.6962415874, 30922.48641212781, 30761.065463200208, 31169.702783922352, 31073.930952002604, 31708.754726749223, 31118.15766012917, 31235.550792117912, 31906.131743391357]"
881,"[2680.265268539389, 2777.1197543119392, 2777.3135424504676, 2777.552070312202, 2854.1540278941393, 2844.6250683665276, 2836.550545434157, 2948.0484087243676, 2973.9763247047863, 2978.75856203648, 3071.0480685457587, 3090.892747772237, 3126.6886349969236, 3230.8942414354538, 3315.855021187415]"
882,"[341.0, 341.0, 341.0, 343.9470683217049, 341.0, 342.40458751171826, 355.1497855633497, 360.973658195138, 358.5588894754648, 357.816637712717, 357.4812177121639, 368.7045645087957, 362.8728433817625, 360.146915794909, 364.5476918667555]"
883,"[527095.0983524323, 527044.5254087448, 540653.5408079624, 551372.5184798241, 551714.9007797241, 559442.4873232841, 561248.2773333788, 573661.9001179934, 588770.3142553568, 578436.5503132343, 597318.9557038713, 595037.9403293133, 592800.8321046829, 592881.7243531346, 591708.3662211895]"
884,"[439000.0, 445288.8017773628, 448887.2571736574, 447929.7306701541, 453503.61091792583, 452692.7581779659, 458985.83711981773, 461123.3873492107, 465376.3678364456, 460503.8115859032, 473692.7875906229, 474623.18765372044, 473957.4630912394, 495464.55194428563, 480437.09538821137]"
885,"[316.0, 378.28980461557705, 378.39033803939816, 378.5221689303716, 390.5362388059497, 461.93152004828056, 470.3243883123001, 575.9176334609589, 636.5254699707032, 560.9569411377113, 506.55644431759913, 615.9294056296349, 597.3857580463092, 732.6014786134164, 522.4021820629636]"
886,"[4778.461228192318, 5083.24360541068, 5078.004256852437, 5054.360627033748, 5036.927776080556, 5035.0264549278645, 5035.63507206738, 5048.5965384263545, 5085.305609805509, 5053.531716900179, 5028.428114950657, 4974.661488909041, 4957.773608120624, 5607.974330335855, 4959.605393260717]"
887,"[2864.7356067299843, 2914.8001674711704, 2924.778297483921, 2994.1095910668378, 2898.185610170166, 2983.9041959842048, 2998.723826110363, 2981.273631826043, 3041.8292758266134, 3005.4601595401764, 3109.503356873989, 3001.1662633319697, 3094.483681769421, 3096.4372735023494, 3075.83020127813]"
888,"[10911.290458639462, 10911.29909351468, 10910.614155878622, 10910.756063063938, 11059.870011905829, 11271.653285473585, 11532.506020615498, 11685.536362181107, 11777.704033975799, 11874.578509628773, 12100.552292714516, 12198.585304742059, 12463.42377287646, 12466.143739791587, 12574.654551570613]"
889,"[400.0, 400.0, 415.8035295456648, 442.2154785692692, 441.129906475544, 445.11006049811846, 435.77293552458286, 441.1669586598873, 441.74203053116804, 462.4609370529652, 471.3868668675423, 503.77725109457975, 473.9027404785156, 497.63314701616764, 486.7087038606406]"
890,"[8466.466086655855, 8473.399356643358, 8473.036013881365, 8472.248845080534, 8474.74538649122, 8472.574261685213, 8471.868635763723, 8472.529463360706, 8470.725079449514, 8470.987398276728, 8512.576574559014, 8513.225276370842, 8473.737699332958, 8537.448172301054, 8537.45674379108]"
891,"[14500.0, 14500.0, 14870.657129585743, 14812.19405323267, 15457.690425664186, 15431.646668463945, 15412.86686629057, 15711.88944131136, 16246.83399349451, 16636.545135825872, 16041.905354112387, 15725.510964468122, 16377.193373888731, 16646.14925146103, 16546.326401680708]"
892,"[1449.0, 1449.0, 1449.0, 1449.0, 1449.0, 1463.2632174521684, 1463.2549714565275, 1463.600100298226, 1463.023607714474, 1462.6364604189991, 1462.495653270185, 1461.9650462597608, 1461.532923437655, 1460.8080029323696, 1460.8275399908423]"
893,"[2245.0, 2245.0, 2245.0, 2454.8409874240556, 2497.0873491838574, 2609.241438408693, 2656.493082412829, 2770.914328504975, 2634.3081695089736, 2662.9014403931797, 2687.2002925289175, 2723.6976911065476, 2860.092099737376, 2877.9860777795934, 3178.6007078531356]"
894,"[4845.0, 4845.0, 4944.275447785854, 5126.30543205142, 5213.050775304437, 5230.0023392979065, 5242.5892459200695, 5391.864091727417, 5619.330604346935, 5759.812093006447, 5900.387619084213, 5979.766692616511, 6044.905592404306, 6230.542359367013, 6411.359618801624]"
895,"[1250.4170915663242, 1251.0081365466117, 1297.8330506583054, 1294.4662939727305, 1410.7672333260377, 1412.0133062849443, 1487.2329967131216, 1482.1578451752662, 1591.3028118401767, 1593.7989673003785, 1721.3353706275425, 1672.5229637436569, 1806.4932930971186, 1768.7254836638767, 1911.6920332963268]"
896,"[43650.0, 44529.429515600204, 45813.97474219402, 49105.2025420467, 51306.80218204856, 53223.50969344377, 55660.879763414465, 55839.12554234266, 55812.719806432724, 57006.175075173385, 58163.48995322982, 58020.709619919464, 58532.75414203604, 58585.41451420636, 59297.265459001064]"
897,"[12060.0, 12084.020193256438, 12434.00282996893, 12823.173370733857, 12878.639441538602, 12972.908568352463, 12846.128155991435, 13290.860484525561, 13323.264225035906, 13613.284905007342, 13588.006397075951, 13684.38375592232, 14207.716052591803, 13919.542792484164, 14771.419457092881]"
898,"[5858.278585505982, 5857.872113813956, 6058.378017020722, 6150.228488619128, 6311.435501279931, 6444.029251029094, 6564.915258223812, 6735.0354428042965, 6855.298168641825, 7025.185783835748, 7144.756256688385, 7288.410679181417, 7453.955547787249, 7561.083895998696, 7741.532346360385]"
899,"[2365.0, 2402.5030536502595, 2403.3698599636555, 2464.5178587436676, 2465.4163053929806, 2487.585371300578, 2488.3175076693296, 2529.128277100622, 2531.4221246093507, 2562.861901439726, 2560.657466270029, 2626.3962822631, 2628.7508062422276, 2642.9947449937463, 2636.6306686773896]"
900,"[1161.976163011044, 1162.3416850641368, 1171.351388297975, 1170.8278611376882, 1172.104118411429, 1170.29460677132, 1173.429646793753, 1169.3647274412215, 1174.9637696184218, 1175.4560003466904, 1188.3857535719872, 1179.9299464337528, 1211.9751999229193, 1182.8057427890599, 1199.7619223757647]"
901,"[9180.0, 9407.228821128609, 9675.548248231411, 9897.96462716659, 10079.56289363901, 10188.15791404744, 10283.77120340367, 10291.311195837334, 10294.12870987629, 10293.249541862559, 10282.01264532904, 10344.255923448984, 10452.704149102172, 10573.649743354219, 10826.5626091181]"
902,"[1663.56978537639, 1707.3502797087035, 1770.070953662197, 1767.7447617948053, 1826.3572689443827, 1863.5323883791766, 1849.379438882073, 2011.6646985361974, 2075.331894569099, 2399.5373096515737, 2458.4996085837483, 2558.061855519811, 2533.9631370306015, 2721.6502702087164, 2917.0673296103873]"
903,"[10175.015308260916, 10184.05260486994, 10220.530402706936, 10233.635179365983, 10240.170123687945, 11290.52709603007, 11276.891202791594, 13308.612591167912, 14026.613012300804, 14046.449285099283, 15270.07122916635, 15301.57307060249, 16970.8909600405, 17365.800639332272, 17348.378232895164]"
904,"[5961.346748009324, 5960.980868702133, 5953.714923401673, 5996.9372030720115, 6004.073354224364, 6057.792419093351, 6190.133712478603, 6171.567637884368, 6340.579459813734, 6233.291565609475, 6169.108823351562, 6270.595647349954, 6498.106056724986, 6732.907398228844, 6690.937648864463]"
905,"[6790.0, 6790.0, 6790.0, 6790.0, 6826.506661415099, 6822.092312335968, 6868.5928050676985, 6836.231477220853, 6963.721354405086, 6944.949924906095, 7095.335636377334, 7125.249591723705, 7225.87404046456, 7332.488816221555, 7436.059351841608]"
906,"[4360.0, 4360.0, 4541.562296668689, 4542.427651842436, 4536.643661300341, 4542.908412655194, 4628.73761387666, 4668.844388304899, 4641.444811969995, 4689.860410559457, 4703.349829590103, 4754.959752370914, 4583.146678050359, 4585.742087160547, 4553.719132050872]"
907,"[2264.8942030469575, 2317.372854888439, 2361.124150623878, 2428.0635244150953, 2431.2627275387445, 2446.1348121861615, 2452.7302640378475, 2421.0351262489953, 2450.8932516276836, 2462.9402734289565, 2456.9204051146903, 2445.177124083042, 2454.124153614044, 2438.178554659088, 2440.0938108712435]"
908,"[4780.0, 4780.0, 4921.620555619399, 4921.050469994545, 4921.160812536876, 4976.900803506374, 4977.708033010364, 4977.210056801637, 5017.39889031152, 5020.76036187013, 5015.982734660308, 5017.138248408834, 5009.648259148002, 5006.686930333575, 5007.837742507458]"
909,"[4533.0935280919075, 4537.609977583091, 4542.343739350637, 4559.064839651188, 4499.590506737742, 4548.109469086863, 4552.903084675781, 4539.955377592084, 4558.4329835198205, 4544.808954938936, 4555.150610209754, 4559.715197908071, 4551.846477188791, 4554.648096558328, 4555.335842840684]"
910,"[4310.0, 4381.512675503889, 4406.26034357647, 4422.976160091659, 4424.886731641988, 4461.3312290931735, 4602.594871461391, 4589.285987461606, 4593.65603835384, 4609.673882147918, 4630.630007376274, 4632.768828320006, 4629.401094868779, 4640.597693964839, 4616.900606200099]"
911,"[2920.0, 2920.0, 2920.0, 3007.3615808288255, 3003.619041442871, 3001.6163661082583, 3051.6840042670565, 3246.545187868178, 3404.462182857096, 3462.2697548319898, 3379.0749398618937, 3411.845258772373, 3561.409333286186, 3501.845465861261, 3447.0696878433228]"
912,"[5286.412300169469, 5279.7004789114, 5434.871561080218, 5436.097864806652, 5540.699012950063, 5550.485659530386, 5698.710271157324, 5666.975190350786, 5736.275155749173, 5850.317586585879, 5932.164789375383, 5798.259327467531, 5962.992977909744, 5739.864452229814, 6155.276145040989]"
913,"[13591.013244092464, 14264.80462050438, 14768.11111998558, 14794.202998813244, 14855.295773983004, 14815.157283879817, 15147.520279008897, 16021.525503881276, 16139.367464033423, 16522.647249929607, 16867.700742408633, 16972.35987427831, 17397.355750558898, 17953.357978850603, 17952.201393509284]"
914,"[332.0, 332.0, 332.0, 333.012407979245, 333.012407979245, 333.012407979245, 345.76483112461864, 379.27667883125446, 379.27667883125446, 379.27667883125446, 399.0091761418929, 405.949995189781, 405.949995189781, 448.5708029845109, 456.93676746574545]"
915,"[19700.0, 20075.37252108256, 20305.755442380905, 20465.694067080818, 20466.545472939808, 20618.460660775505, 20573.064815998077, 20636.00634197394, 20842.79591580232, 21201.115457812946, 21426.56831810872, 21560.699997444946, 21820.794134984415, 21993.64712736259, 21842.491485675175]"
916,"[7306.375028967857, 7307.847868800163, 7308.842232545217, 7308.374313672383, 7367.15132645766, 7379.639717092117, 7375.371101111174, 7425.355077823003, 7421.034729152917, 7420.3314381837845, 7423.580995976925, 7463.720598777135, 7461.600049306017, 7464.395967125893, 7503.34256430467]"
917,"[9530.0, 9530.0, 9530.0, 9530.0, 9530.0, 9530.0, 9530.0, 9530.0, 9530.0, 9530.0, 9530.0, 9530.0, 9530.0, 9530.0, 9530.0]"
918,"[3582.765298535426, 3580.6656887630625, 3629.6330374479294, 3628.395212292671, 3643.6201073850193, 3653.0850637331605, 3658.725627598663, 3718.0061700815954, 3730.9776412323113, 3912.168600757917, 3919.229067551593, 3998.6971271038055, 3919.562567907075, 3911.8440986921387, 3858.3435902496176]"
919,"[61768.40014636517, 61734.95960772038, 66884.99036729336, 66862.84174323083, 68844.6885675192, 68820.259116292, 68478.08148145676, 68622.60586172342, 68367.43261307478, 68747.60061591864, 68735.1006999612, 68731.6824734211, 68758.39970767498, 68851.36723846199, 68845.2028375864]"
920,"[1668.9999999999998, 1795.1375940501687, 1904.7500577688213, 2119.2932999312875, 2312.707239663601, 2554.1309945106505, 2740.3296005010607, 3003.625506311655, 3251.630629944801, 3477.697609061002, 3689.3167569696902, 3919.598143804073, 4162.655910861492, 4401.064751571416, 4622.237330949306]"
921,"[4125.0, 4262.534410307805, 4262.0241357882815, 4452.136649932751, 4452.709061106047, 4516.234142887794, 4511.511174614231, 4581.096724700959, 4602.746577340489, 4675.978724953407, 4626.519421655685, 4670.676824431866, 4586.300618182868, 4730.174607972925, 4833.547379005079]"
922,"[3280.5289823611583, 3328.5142289449773, 3360.0497873326144, 3383.499626765649, 3424.78100057443, 3468.231551826, 3514.459731062254, 3570.2732722361884, 3604.2115676005683, 3655.7221671442194, 3706.9463305845857, 3731.856378252308, 3764.369971225659, 3778.8606726403036, 3816.0829951328537]"
923,"[7983.081438720225, 7982.780187030633, 8034.397273381551, 8197.42017451922, 8197.083544880152, 8223.512935385108, 8426.302472998697, 8427.777899707356, 8423.20953004559, 8588.780300065875, 8606.099097748598, 8592.940295547247, 8615.542634427547, 8619.775389353434, 8613.178158705434]"
924,"[2220.0, 2230.7281987331808, 2223.021819466104, 2228.9285763787725, 2240.4446707963943, 2242.2675887063765, 2242.3750030050674, 2228.295933831095, 2231.4519902965985, 2230.091417062562, 2225.9709878961244, 2225.975929044187, 2240.305349651569, 2251.305709687372, 2249.6475393561022]"
925,"[772.8781234025955, 941.1042019128801, 938.5837796926497, 1249.9408643047016, 1244.1418614784875, 1559.897697051366, 1559.2006459434829, 1554.6174314419427, 1685.3312051494918, 1896.9602003097536, 1785.4312186638517, 2049.4649460713067, 2124.3467514713607, 2288.50797645251, 2276.4735208253064]"
926,"[7102.018614371617, 7230.031726559004, 7323.374219338099, 7328.538968155782, 7675.443066596984, 7680.016973376274, 7693.486333535363, 7697.377224102616, 7726.429737865925, 7988.657613813877, 8199.890409191448, 8201.08630224069, 8220.304170091948, 8546.07238877813, 8642.679254521925]"
927,"[11050.0, 11166.96409141024, 11366.788299232721, 11382.69131330463, 11445.593935847282, 11491.298581032705, 11607.00916732972, 11742.59664144367, 11783.529876920706, 11664.016686317824, 11645.046673417091, 11749.729427856704, 11964.800607518604, 11999.558878438547, 11871.59291598325]"
928,"[3480.0, 3556.5027761459346, 3556.6545652002096, 3622.5182345043863, 3688.846065871417, 3707.2248533777893, 3795.8301410041745, 3825.042475316673, 3906.0529652200635, 3963.346442636102, 3996.8838889971375, 4083.925221540034, 4092.611544977873, 4113.698509778827, 4108.897353861481]"
929,"[7859.999999999999, 7859.999999999999, 7859.999999999999, 7859.999999999999, 7859.999999999999, 7859.999999999999, 7859.999999999999, 7859.999999999999, 7859.999999999999, 7859.999999999999, 7859.999999999999, 7859.999999999999, 7859.999999999999, 7859.999999999999, 7859.999999999999]"
930,"[7900.0, 7900.0, 7970.005435049534, 8062.125239968299, 8057.363993227481, 8064.914564192295, 8122.349688261747, 8111.312625166028, 8118.688373565674, 8152.155431360006, 8258.0513612926, 8219.244796931744, 8224.094590097666, 8262.136611640453, 8278.672168850899]"
931,"[5580.0, 5580.0, 5580.0, 5769.582529147466, 5749.325551509857, 5770.559650580088, 5774.680548350016, 5836.944665193558, 6023.450109084447, 5836.1203533113, 6044.657795786858, 6183.107079128425, 6112.624390800794, 6239.36630477508, 5929.09670455257]"
932,"[10729.755012194315, 10728.785928636791, 10731.963924343388, 10789.943141117692, 10818.393316641452, 10812.925553222498, 10809.96119553844, 10808.996249064803, 10850.147977098823, 10848.380638360977, 10851.705538680157, 10845.114255001148, 10892.774710555872, 10919.17113415897, 10912.218841984868]"
933,"[3150.0, 3210.887107849121, 3225.853562504053, 3212.3166643083096, 3225.8828626573086, 3214.2502620909363, 3219.3495040014386, 3228.8635816425085, 3223.885350264609, 3228.044893220067, 3252.0781832933426, 3253.3107110857964, 3261.942351087928, 3261.456833779812, 3226.1359465122223]"
934,"[16694.868063926697, 16798.755712993443, 17825.43790154159, 18229.990067519248, 19150.490111671388, 19779.051242768764, 20605.315372422338, 21402.98362519592, 22268.10741316527, 22903.702142313123, 23845.939407609403, 24612.088387720287, 25378.41273933649, 26213.854389712214, 26897.214190997187]"
935,"[12899.999999999998, 12899.999999999998, 12924.65015600125, 12980.75786391894, 13018.026095479725, 13000.662077814339, 13001.301793058712, 13087.312742676584, 13109.924699608237, 13071.245910308011, 13163.724501628116, 13219.957442979015, 13180.22218286564, 13233.853581553945, 13366.241108948985]"
936,"[49521.5158422788, 49511.06087267399, 50585.62477429708, 50617.58482952913, 51841.36203030746, 51732.176986336715, 52823.65548014641, 52955.49038847287, 53943.22640200456, 53953.41430604458, 55084.86836751302, 55028.66413493951, 55675.2355153362, 56040.85001535714, 56371.64272976418]"
937,"[33768.551187713936, 34064.475455880165, 34299.91721113523, 34603.869212667145, 34894.451285401985, 35157.40643242995, 35339.26679690679, 35745.889803767204, 36043.56468568245, 36411.23879005512, 36662.91470974684, 36972.42802331845, 37334.868805110455, 37623.41757168373, 37748.37173645695]"
938,"[3015.0, 3015.0, 3015.0, 3015.0, 3169.659621596336, 3015.0, 3044.6627093584584, 3015.0, 3015.0, 3035.01320445848, 3045.4411543831225, 3021.6421503797174, 3015.0, 3105.227494597435, 3026.117811501026]"
939,"[909.0, 1201.3903030673664, 1292.0381104417147, 1581.5357793716094, 1581.5357793716094, 1670.762595811238, 1836.0296800680458, 1836.0296800680458, 1836.0296800680458, 1836.0296800680458, 1836.0296800680458, 1836.0296800680458, 2147.0766333001357, 2405.821494222432, 2569.0712710065145]"
